playerId,name,email,teamId,sportId,leagueId
151,Jonathan Campos,cartertaylor@example.org,21,0,5
152,Joshua Love,jennifer30@example.net,None,0,5
153,James Burgess,njones@example.net,None,0,5
154,Louis Anderson,perrywilliam@example.net,21,0,5
155,Gregory Young,kimberly74@example.com,21,0,5
156,Anthony Adams,ashleybeck@example.com,21,0,5
157,Roger Brooks,tonypetty@example.org,22,0,5
158,Fred Tran,ronaldjohnson@example.net,22,0,5
159,Bruce Washington,njohnson@example.org,22,0,5
160,Robert Hartman,rachelsteele@example.com,22,0,5
161,Richard Nguyen,henryjennifer@example.net,22,0,5
162,Richard Barber,donna56@example.net,None,0,5
163,John Thompson,meltonnatalie@example.net,23,0,5
164,John Higgins,gzhang@example.org,23,0,5
165,Jacob Montgomery,thancock@example.org,23,0,5
166,Jacob Powell,wwelch@example.org,23,0,5
167,Michael Scott,zachary87@example.com,23,0,5
168,Jason Hooper,jameslopez@example.net,None,0,5
169,Steven Diaz,grimeslisa@example.com,24,0,5
170,Nathaniel Ryan,stephen77@example.net,24,0,5
171,Aaron Cortez,aprilvincent@example.org,24,0,5
172,Donald Oconnell,ydavis@example.net,24,0,5
173,Jonathan Martin,robertsjason@example.com,24,0,5
174,Michael Hatfield,rickycruz@example.net,24,0,5
175,Kyle Sanchez,devinsmith@example.com,None,0,5
176,Kevin Martinez,smithsarah@example.org,24,0,5
177,Paul Richardson,christopherford@example.org,24,0,5
178,Kyle Brown,operez@example.org,None,0,5
179,Keith Black,elliswayne@example.com,25,0,5
180,Paul Bowers,kennethnelson@example.net,None,0,5
181,Victor Wilson,adammann@example.com,25,0,5
182,Charles Jackson,kristen30@example.org,25,0,5
183,James Church,cmendoza@example.com,25,0,5
184,Nicholas Gonzales,fergusonstacie@example.net,25,0,5
185,Adam Bailey,derek07@example.org,26,0,5
186,Nicholas Cardenas,tammykeller@example.net,None,0,5
187,Brandon Greer,jmathis@example.com,26,0,5
188,Jay Obrien,kellysantiago@example.net,26,0,5
189,Kevin Grant,hartrobert@example.com,None,0,5
190,Justin White,ashleygarcia@example.org,26,0,5
191,Matthew Mckee,melissaenglish@example.net,None,0,5
192,Jake Curtis,thomaskelley@example.org,26,0,5
193,Gary Sullivan,taylor87@example.com,26,0,5
194,Joshua Contreras,kennethanderson@example.net,26,0,5
195,Joshua Horne,johnwoodward@example.net,27,0,5
196,Jeffrey George,xhughes@example.com,27,0,5
197,Michael Miranda,dennisshawn@example.net,27,0,5
198,Angel Gomez,jeremy52@example.org,27,0,5
199,Jay Williams,josemeyer@example.org,27,0,5
200,Christopher Hernandez,aliciamoran@example.net,27,0,5
201,Christopher Castillo,brendabaker@example.com,27,0,5
202,Billy Allen,cmurphy@example.net,27,0,5
203,Danny Cowan,kellynorris@example.com,None,0,5
204,Sean Blanchard,karen79@example.com,27,0,5
205,Stanley Robertson,davishailey@example.org,28,0,5
206,Steven Sanders,vjohnson@example.org,28,0,5
207,Patrick Forbes,mirandataylor@example.org,28,0,5
208,Raymond Mathews,xtorres@example.com,28,0,5
209,David Pitts,meganwatts@example.net,28,0,5
210,Christopher Clark,castroalison@example.net,None,0,5
211,Michael Stephens,rcooke@example.com,None,0,5
212,Richard Hall,alyssa30@example.net,28,0,5
213,Tyler Wong,qatkins@example.net,None,0,5
214,David Gray,marshjeremiah@example.com,28,0,5
215,Ricardo Jones,anthonyneal@example.org,None,0,5
216,Robert Townsend,jamesgrant@example.net,29,0,5
217,Gary Sanchez,krobinson@example.net,29,0,5
218,Henry Daniels,edward52@example.net,29,0,5
219,Charles Clark,danielrice@example.net,29,0,5
220,Keith King,lynchdiana@example.com,29,0,5
221,Frank Bradley,wmontoya@example.org,29,0,5
222,Daniel Rodriguez,jessicaramirez@example.net,29,0,5
223,Jon Miller,psmith@example.org,29,0,5
224,Bradley Adams,jessica59@example.com,30,0,5
225,Raymond Gallagher,oschaefer@example.net,30,0,5
226,James Collins,lunanathaniel@example.com,30,0,5
227,Joseph Arnold,omason@example.net,30,0,5
228,Thomas Johnson,beanmarie@example.org,None,0,5
229,John Perkins,lisa10@example.org,30,0,5
230,Kenneth Townsend,ifarrell@example.com,31,0,5
231,Michael Gibson,tatekaren@example.org,31,0,5
232,Matthew Lozano,vicki09@example.net,31,0,5
233,Jordan Powell,kimramirez@example.com,31,0,5
234,Todd Mann,barbertara@example.com,31,0,5
235,Anthony Barron,stewartjohn@example.org,32,0,5
236,Curtis Diaz,shawn09@example.com,32,0,5
237,Bradley Hobbs,warrenluis@example.net,None,0,5
238,Sergio Cruz,hillgeorge@example.org,32,0,5
239,Mark Conway,maria35@example.net,32,0,5
240,Patrick Scott,justinhughes@example.com,32,0,5
241,Kevin Watkins,dorothy53@example.com,33,0,4
242,Kevin Pena,franciscomclaughlin@example.com,33,0,4
243,Ian Andrews,sullivancindy@example.org,33,0,4
244,Ryan Choi,michael31@example.net,None,0,4
245,Charles Pruitt,cwall@example.org,33,0,4
246,Cody Cummings,qpatrick@example.com,33,0,4
247,Paul Weaver,munozregina@example.com,None,0,4
248,John Clayton,fbutler@example.com,33,0,4
249,Jeffery Shelton,chardy@example.com,33,0,4
250,David Deleon,amandagoodwin@example.org,33,0,4
251,Grant Davidson,antoniomullins@example.org,None,0,4
252,Michael Mcdaniel,amber60@example.net,33,0,4
253,John Moore,greencharlene@example.org,None,0,4
254,Keith Morales,richardjordan@example.com,33,0,4
255,Dennis Hendrix,lford@example.com,33,0,4
256,Hunter Evans,twilliams@example.net,33,0,4
257,Ryan Watkins,deannagiles@example.net,33,0,4
258,Jerry Hood,garzaclifford@example.net,33,0,4
259,James Briggs,robertarmstrong@example.net,33,0,4
260,Aaron Green,traciknapp@example.org,None,0,4
261,Dale Harmon,coffeypatrick@example.net,None,0,4
262,Glenn Fox,kathryn81@example.net,33,0,4
263,Jacob Morales,woodregina@example.org,33,0,4
264,Jordan Cox,stephanie44@example.net,33,0,4
265,John Sawyer,justin65@example.com,33,0,4
266,Johnny Barton,usmith@example.com,33,0,4
267,Samuel Estrada,caldwelljacob@example.org,None,0,4
268,Andrew Maldonado,fpalmer@example.net,33,0,4
269,Daniel Miller,smithlogan@example.net,33,0,4
270,Chase Rodriguez,eric43@example.net,33,0,4
271,Tim Wang,davidbaxter@example.net,None,0,4
272,Cody Allison,reginald26@example.net,33,0,4
273,Matthew Johnson,christopher21@example.com,33,0,4
274,Maurice Bell,bhall@example.net,33,0,4
275,Derek Thompson,anthony13@example.com,33,0,4
276,David Abbott,gregoryflores@example.com,33,0,4
277,Oscar Atkins,thompsonmichael@example.net,33,0,4
278,Richard Calhoun,ksmith@example.net,33,0,4
279,Benjamin Thomas,antonio64@example.com,None,0,4
280,James Erickson,burkealfred@example.org,33,0,4
281,Jason Romero,daleharris@example.org,33,0,4
282,Trevor Powell,shirley68@example.net,33,0,4
283,Sean Wilson,jenniferthompson@example.com,33,0,4
284,James Rogers,ajordan@example.net,None,0,4
285,Joseph Maldonado,nhendricks@example.org,33,0,4
286,Scott Moyer,benjaminwashington@example.net,None,0,4
287,David Hernandez,stephanie87@example.net,33,0,4
288,Daniel Ramos,sabrina31@example.org,33,0,4
289,Shawn Espinoza,vbarrera@example.net,33,0,4
290,Jim Castillo,jonathanwhite@example.net,33,0,4
291,Rodney Church,joshua47@example.net,None,0,4
292,Michael Floyd,duncankaren@example.org,33,0,4
293,Jonathon Beck,bellbryan@example.org,None,0,4
294,Jay Thompson,beth76@example.com,None,0,4
295,Michael Rodriguez,zgross@example.org,34,0,4
296,Ricky Rogers,longjennifer@example.org,None,0,4
297,Troy Campbell,ucole@example.net,34,0,4
298,Zachary Anderson,alexandersmith@example.net,34,0,4
299,Travis Hansen,pammckee@example.net,None,0,4
300,Andrew Carroll,cisnerostimothy@example.com,None,0,4
301,Brendan Thomas,lamsusan@example.org,34,0,4
302,Russell Hughes,charlessmith@example.org,34,0,4
303,George Bowen,william09@example.org,34,0,4
304,Christopher Tanner,douglas33@example.net,34,0,4
305,Jesus Miller,matthew33@example.net,None,0,4
306,Michael Hunter,hornsusan@example.com,34,0,4
307,Paul Parker,charles81@example.net,34,0,4
308,Oscar Nguyen,andrea79@example.org,None,0,4
309,Joseph Jackson,caseymichael@example.net,34,0,4
310,Tom Hoffman,riveradaniel@example.com,34,0,4
311,Mark Donovan,tturner@example.net,34,0,4
312,Michael Jordan,fmarshall@example.org,34,0,4
313,Martin Deleon,michaelsmith@example.net,34,0,4
314,Jonathan Acevedo,nathanparks@example.net,None,0,4
315,Daniel Gonzalez,gatescarrie@example.org,34,0,4
316,Matthew Gomez,jgonzalez@example.org,34,0,4
317,Lee Hicks,jennifercurry@example.org,34,0,4
318,Anthony Osborn,david11@example.net,34,0,4
319,John Villanueva,kylepowers@example.com,34,0,4
320,Warren Cook,nrhodes@example.com,34,0,4
321,Michael Silva,cameron21@example.org,34,0,4
322,Mike Porter,murrayabigail@example.com,None,0,4
323,Frank Perry,alyssa69@example.org,34,0,4
324,Mark Butler,monicaramirez@example.com,34,0,4
325,Michael Williams,natalie52@example.org,34,0,4
326,Clinton Kaiser,johnsonhannah@example.net,34,0,4
327,Chad Garcia,warejames@example.com,None,0,4
328,David Wagner,catherine48@example.net,34,0,4
329,Mark Pacheco,iriley@example.net,34,0,4
330,Matthew Ramsey,josephmcgee@example.net,34,0,4
331,Howard Trujillo,andersonbrittany@example.com,34,0,4
332,Brandon Newman,jmoore@example.org,34,0,4
333,Brandon Harper,cherrydonna@example.net,34,0,4
334,David Booth,ureynolds@example.com,35,0,4
335,Richard Larson,heather80@example.net,None,0,4
336,Casey Hanson,jessica25@example.org,35,0,4
337,Erik Baker,lphillips@example.net,None,0,4
338,Michael Lindsey,uashley@example.org,35,0,4
339,Jeffrey Lawson,martinchristopher@example.com,None,0,4
340,Robert Clark,dana67@example.org,None,0,4
341,Thomas Raymond,shannonwilliams@example.net,35,0,4
342,Christopher Rivera,vrodriguez@example.net,35,0,4
343,Erik Moore,lindaniel@example.com,35,0,4
344,Paul Nelson,balladrian@example.org,35,0,4
345,James Flowers,jessicahanson@example.net,35,0,4
346,Zachary Brown,jack05@example.com,35,0,4
347,Alex Bell,aknapp@example.net,35,0,4
348,Justin Ball,ybarrett@example.org,None,0,4
349,Taylor Cline,laura61@example.com,None,0,4
350,James Shea,olivia34@example.com,35,0,4
351,Micheal Weaver,roy37@example.net,35,0,4
352,Mark Rich,njones@example.net,35,0,4
353,James Beck,zunigaamber@example.net,None,0,4
354,Patrick Charles,cgriffith@example.net,35,0,4
355,James Jackson,jamescohen@example.net,35,0,4
356,Ronald Davis,sally37@example.com,35,0,4
357,Todd Johnson,frobinson@example.com,35,0,4
358,Michael Arias,jessicalove@example.com,35,0,4
359,Justin Burns,brittanypage@example.net,35,0,4
360,Benjamin Moses,tammy49@example.com,None,0,4
361,Andrew Williams,stephensbrittany@example.com,35,0,4
362,Derek Wang,meltonnicole@example.org,35,0,4
363,Christopher Mitchell,larsonmeredith@example.org,35,0,4
364,Nicholas Morris,denise30@example.org,35,0,4
365,Francisco Le,kathleen36@example.com,35,0,4
366,Francis Jones,cporter@example.net,35,0,4
367,Christopher Young,jmorton@example.com,35,0,4
368,Marcus Knox,lopezbrandon@example.com,35,0,4
369,Mark Pierce,tara56@example.net,None,0,4
370,William Mccann,buchananamy@example.org,35,0,4
371,Christian Gonzalez,oliviacook@example.org,35,0,4
372,Danny Davis,vstephens@example.net,35,0,4
373,Jonathan Davis,jennygonzalez@example.org,35,0,4
374,Thomas Cook,fjohnson@example.net,35,0,4
375,Timothy Anderson,christian53@example.net,35,0,4
376,Anthony Washington,ryanhorn@example.org,None,0,4
377,Tony Armstrong,terri69@example.com,35,0,4
378,Brent Thompson,erin40@example.org,35,0,4
379,James Bennett,brownwilliam@example.com,35,0,4
380,Jonathan Daniel,timothyfranco@example.com,35,0,4
381,Paul Vasquez,lamcynthia@example.com,35,0,4
382,Joseph Pierce,cesarharris@example.com,36,0,4
383,Justin Clark,heatherortiz@example.net,36,0,4
384,Jason Ray,ssnyder@example.com,36,0,4
385,Mitchell Yates,fjones@example.com,36,0,4
386,Paul Nelson,marisa01@example.com,36,0,4
387,David Green,grantjames@example.net,None,0,4
388,Logan Lopez,ncox@example.org,36,0,4
389,Nathan Jacobson,tmiller@example.org,36,0,4
390,Joe Miller,mcalhoun@example.net,None,0,4
391,George Miller,wilsonmichael@example.com,None,0,4
392,Curtis Price,yrodgers@example.com,36,0,4
393,Richard Johnson,sellersjohn@example.org,36,0,4
394,Michael Baker,matthewrobinson@example.net,36,0,4
395,Christopher Hill,kennethlang@example.net,None,0,4
396,Robert Newman,taylortaylor@example.com,36,0,4
397,Carlos Dunn,jmorse@example.net,36,0,4
398,Mike Warren,krista57@example.com,None,0,4
399,Brian Obrien,stacey56@example.com,36,0,4
400,Joseph Brooks,michelle47@example.com,36,0,4
401,Timothy Booker,bairdhaley@example.org,None,0,4
402,David Christensen,jacobrojas@example.net,36,0,4
403,Curtis Ferguson,zparrish@example.net,None,0,4
404,Isaiah Wolf,johnstondeborah@example.com,None,0,4
405,Travis Moore,butlersandra@example.net,36,0,4
406,William Miller,cunninghamdaniel@example.net,36,0,4
407,Julian Perkins,rosealexander@example.com,36,0,4
408,Nathan Ross,yvonne78@example.com,36,0,4
409,Michael Mitchell,perrylynn@example.com,36,0,4
410,Frank Collins,barkerrandall@example.org,36,0,4
411,Seth Hamilton,andrew66@example.org,36,0,4
412,Edward White,mitchellscott@example.org,36,0,4
413,Jeffery Wolf,lambdawn@example.com,36,0,4
414,Edward Powers,blackwellmandy@example.net,36,0,4
415,Christian Dunlap,jessicadavenport@example.net,36,0,4
416,Jason Dillon,jeffrey62@example.org,36,0,4
417,Edward Ramirez,austin44@example.com,36,0,4
418,John Rivera,kentdiana@example.org,36,0,4
419,Jeffrey Buck,rodriguezanna@example.org,36,0,4
420,Edwin Cruz,ramirezapril@example.com,36,0,4
421,Stephen Lowe,clarson@example.net,36,0,4
422,Jason Wilkerson,zlucas@example.org,36,0,4
423,Leroy Evans,sarahjordan@example.com,None,0,4
424,Mark Love,clarkscott@example.net,None,0,4
425,Scott Williams,ocampbell@example.org,36,0,4
426,Henry Thompson,adamsterry@example.net,36,0,4
427,Michael Berger,rachelwebb@example.net,36,0,4
428,James Jones,josephholmes@example.com,36,0,4
429,Joseph Young,njames@example.org,None,0,4
430,Jason Thompson,james45@example.com,36,0,4
431,Michael Wiggins,hammondmckenzie@example.com,None,0,4
432,Andrew Phelps,katiebutler@example.org,None,0,4
433,Christopher Chen,khiggins@example.org,36,0,4
434,Brian Lopez,fostersylvia@example.org,36,0,4
435,Joshua Watson,debramoore@example.net,36,0,4
436,Sean Johnson,nperry@example.net,36,0,4
437,Samuel Lyons,rpreston@example.net,36,0,4
438,Benjamin Bird,yflores@example.com,36,0,4
439,George Michael,sharpkaitlyn@example.net,36,0,4
440,Charles Keith,briananderson@example.com,None,0,4
441,Connor Hamilton,jjones@example.com,36,0,4
442,Michael Smith,hannah68@example.com,None,0,4
443,Joe Roberts,dana72@example.net,None,0,4
444,Nicholas Adkins,datkinson@example.net,36,0,4
445,Matthew Cox,mdickerson@example.net,None,0,4
446,Steve Miller,andrew41@example.net,37,0,4
447,Matthew Pearson,morganmary@example.net,37,0,4
448,Stephen Ramos,carpenterbethany@example.org,37,0,4
449,John Jones,qjohnson@example.net,None,0,4
450,James Martin,fosterjulie@example.net,37,0,4
451,Anthony Ramirez,hendersonkathleen@example.net,37,0,4
452,Ryan Clark,rodriguezjennifer@example.org,37,0,4
453,Hayden Bright,james07@example.org,37,0,4
454,Michael Alvarez,coxjennifer@example.com,None,0,4
455,James Anderson,schmidteddie@example.net,37,0,4
456,Dominic Lopez,elizabethwinters@example.com,None,0,4
457,Jay Marquez,haydenmitchell@example.org,None,0,4
458,Stephen Fisher,qherrera@example.org,37,0,4
459,Michael Young,wesley26@example.net,37,0,4
460,Billy Olson,dylan97@example.net,37,0,4
461,Daniel Massey,bcrosby@example.org,37,0,4
462,John West,damon51@example.org,37,0,4
463,Jason Webb,kathrynmendoza@example.org,None,0,4
464,Matthew Johnson,sandrabarrera@example.com,37,0,4
465,Gregory Larson,gwatkins@example.com,37,0,4
466,Christopher Hall,xbailey@example.org,37,0,4
467,Jon Welch,schavez@example.com,37,0,4
468,Chad Taylor,michael36@example.org,37,0,4
469,David Garcia,dbrown@example.net,37,0,4
470,Mark Frye,millslauren@example.net,37,0,4
471,Paul Jones,gonzalezanna@example.net,None,0,4
472,James Garcia,cherylmiller@example.com,37,0,4
473,Richard Powell,fandrews@example.com,37,0,4
474,Jeremy Morton,mary91@example.org,37,0,4
475,Ricardo Solis,melissaparrish@example.com,None,0,4
476,Evan Richards,aramsey@example.org,37,0,4
477,Mark Garcia,michaelmary@example.org,None,0,4
478,Ian Walker,ashley52@example.com,37,0,4
479,Marvin Long,allisonwatson@example.org,37,0,4
480,Jeffrey Smith,jennifer33@example.org,37,0,4
481,Jorge Davis,helenferguson@example.net,37,0,4
482,Nathan Torres,scott78@example.com,37,0,4
483,Johnny Martin,jonesolivia@example.com,37,0,4
484,Michael Chan,marshalllee@example.org,37,0,4
485,Louis Hart,martinconway@example.org,37,0,4
486,Nathan Ward,frichmond@example.com,37,0,4
487,Jose Flores,lopezjames@example.net,37,0,4
488,Barry Hall,natasharobinson@example.net,37,0,4
489,Richard Cunningham,anthonycassandra@example.net,37,0,4
490,Steven Davenport,seankennedy@example.org,37,0,4
491,Ronald Marsh,curtis38@example.net,37,0,4
492,Alexander Villarreal,gary24@example.org,37,0,4
493,Billy Bryant,ctodd@example.org,37,0,4
494,Alan Mason,longjessica@example.net,37,0,4
495,Harry Fowler,opowell@example.com,37,0,4
496,Lawrence Anderson,briancastro@example.org,37,0,4
497,Douglas Johnson,adamsamanda@example.com,37,0,4
498,Richard Gonzalez,jeffrey76@example.org,37,0,4
499,Antonio Bird,ninamiller@example.com,None,0,4
500,Timothy Robinson,kmyers@example.com,None,0,4
501,Erik Riddle,lopezrobin@example.com,37,0,4
502,Francisco Alvarez,speterson@example.net,37,0,4
503,Joshua Hoover,caitlinvillegas@example.org,37,0,4
504,Bryan Harris,princenicholas@example.net,37,0,4
505,Xavier Lozano,sarah44@example.org,37,0,4
506,Peter Carrillo,jack02@example.net,37,0,4
507,Samuel Kramer,lawrence31@example.com,37,0,4
508,Matthew Gonzalez,davidnichols@example.com,37,0,4
509,Keith Walker,khall@example.org,None,0,4
510,Christian Palmer,kimberly88@example.org,37,0,4
511,Richard Stein,cmartin@example.com,37,0,4
512,Grant Campbell,renee91@example.org,37,0,4
513,Tanner Gibbs,arnoldlogan@example.org,37,0,4
514,Alexander Gallegos,barnesdustin@example.org,None,0,4
515,Michael Clark,vicki58@example.com,None,0,4
516,Randy Jones,smithandrea@example.com,37,0,4
517,Ralph Gray,lisamiller@example.net,37,0,4
518,Joshua Hanson,brady07@example.net,37,0,4
519,Christopher Soto,johnburgess@example.com,37,0,4
520,Colin Garcia,owenslisa@example.com,37,0,4
521,Russell Graham,powelljames@example.net,37,0,4
522,Keith Martinez,dennis06@example.net,37,0,4
523,Jeffery Barton,nicole25@example.org,None,0,4
524,Martin Zimmerman,wcollins@example.org,37,0,4
525,Joel Campbell,hthomas@example.org,37,0,4
526,Jeffrey Case,deannaholmes@example.org,37,0,4
527,Austin Stewart,andrea79@example.com,37,0,4
528,Andrew Townsend,tiffanykeller@example.net,37,0,4
529,Jack Wood,hooverelaine@example.org,37,0,4
530,Michael Diaz,brian79@example.org,37,0,4
531,William Moody,martinjanice@example.net,37,0,4
532,Joseph Williams,bryantruben@example.org,37,0,4
533,Jonathan Osborne,micheal24@example.net,37,0,4
534,Thomas Wilson,james24@example.org,37,0,4
535,Mitchell Andrews,danielsanchez@example.org,37,0,4
536,Jason Montoya,jonathan85@example.com,37,0,4
537,Cody Hopkins,robert28@example.net,None,0,4
538,Erik Bishop,margaret88@example.org,37,0,4
539,James Taylor,waltonronald@example.com,None,0,4
540,Duane Vasquez,ebrown@example.com,37,0,4
541,Zachary Adams,bradley01@example.com,37,0,4
